etpSrcIP,etpSrcP,etpDstP,etpProtocol,totalPacket,label
2.5322217906723736,0.0,0.0,0.0,358,0
2.4884704396688373,0.0,0.0,0.0,342,0
2.523970755891279,0.0,0.0,0.0,367,0
2.7638933429352983,1.4451253713295928,3.094028848941433,0.9996933154895948,582,0
2.968837252739696,0.4832872167876095,3.276253315720493,0.9966509537198094,646,0
2.9747565366453546,0.4937759843133612,3.196967560102283,0.9994761714113052,668,0
2.741216631207766,0.5286375948615599,2.83576344326623,0.971584014330458,551,0
2.9594944542785546,0.5289455580537399,2.839874788435711,0.97008063038221,542,0
3.10765214844778,0.7203703895437024,2.57395147071099,0.964354757021914,524,0
2.9075348501510674,0.5438957621032999,2.097536685285001,0.8938513084343946,425,0
2.8577139035537247,0.5307310114748608,2.535011291358114,0.9504783262723792,476,0
2.977991244336289,0.5260728955824738,2.636685071683317,0.980377508715691,474,0
2.974571286048332,1.2190746924534106,2.700023384458313,0.9998380957497736,534,0
2.486411976886392,0.0,0.0,0.0,364,0
3.241803007308624,0.8784894232149474,2.388643886916169,0.961521608370194,548,0
3.071646709740475,0.5306099438575897,2.331108668553719,0.9425441768662876,478,0
2.9913213987771177,0.5291444455631384,2.081589967383396,0.924573126607626,468,0
2.920236766118258,0.4849378835264116,1.5088975815853405,0.7710515057668906,407,0
2.716444521460605,0.4409309257492214,1.1203621156007038,0.6708561590207726,364,0
2.73912813018376,0.6800024181787041,1.0795658836349442,0.6799479651762521,339,0
2.6979012675362504,0.4028009400443029,0.8408459708398199,0.5582921707010169,353,0
2.8552828239997625,0.4777723616292033,1.1362973935386391,0.7533257462643717,393,0
2.7537610342557866,0.5196153600864706,1.348294264901782,0.8753198256065421,332,0
2.720880334239079,0.3720743930831251,0.7783475162672856,0.5383037860488027,268,0
2.541021744423197,0.0,0.0,0.0,335,0
2.4721159528922527,0.4242314558633004,0.7125813012202139,0.5407504779634866,250,0
2.6540791391014085,1.5497874559864095,1.0709982605488633,0.8323322690121193,455,0
2.9264786241388387,0.4765077856946014,1.021247093554536,0.7502709153262711,396,0
2.8357784996349986,0.4881870501738314,1.272495071213657,0.7793498372920852,403,0
3.166655656219806,0.5305934532249267,1.964615100207722,0.9555281809075604,502,0
3.2714722373681244,0.7792950157099634,1.7458701329810875,0.8869855182502391,466,0
3.4951257535454423,0.7137974861115453,2.5418018339615824,0.9997105517686083,649,0
3.1973135367397223,0.8373204438000615,1.6448227107771165,0.9413869373224846,438,0
3.325321372299069,0.90394757054501,2.503950584464264,0.9984073220991564,596,0
3.373310996179552,0.8657907948467709,2.494644660664407,0.9718300042232968,528,0
2.4348812342612742,0.0,0.0,0.0,298,0
3.487710109216226,1.432371412960366,3.2741098679931584,0.9873388365779434,703,0
3.1407733881206346,1.0149081445983237,3.54850418782633,0.9741840481285872,562,0
3.342576886572712,1.205562094190775,4.16276053364339,0.9173459520633392,704,0
3.514772853878163,0.7815404401560573,3.972076819133026,0.9649968159535384,784,0
3.527102782082617,0.6506447426262025,4.056711963506558,0.9252942094134228,884,0
3.4469494164982906,0.9147125736530456,3.931980811342627,0.9637013743447906,770,0
3.3193519878347537,0.8227870708143027,3.602050457049001,0.9853084745836488,737,0
3.4899764019357926,0.6429066145903557,3.9820661912992295,0.944591181931659,828,0
3.1050844087139744,0.4467350690843524,3.715268671807652,0.9746414775600868,674,0
3.237852543612255,0.4946403674226506,3.487053791879441,0.9996072307052748,600,0
2.3774732476894105,0.2750502232173279,0.1639489491408275,0.2113836033232896,299,0
3.0991890227580314,0.6169109511667702,3.802215847553644,0.9798018371426088,605,0
3.023126316799449,0.3724813848124618,4.120063516112289,0.8970964164730478,670,0
3.0990491281815413,1.224154401467628,3.806186235152612,0.9679028030901572,709,0
2.994158604205465,0.4983774014868519,3.817325722507018,0.9858894957598956,709,0
3.226741525717072,0.6064879003644172,3.740921060617898,0.99819587904281,680,0
2.7727242513353105,0.6565017417756758,3.783521287799528,0.999407505738305,663,0
2.751467011090861,0.5231413522435909,3.608596100112032,0.999187555781934,596,0
