etpSrcIP,etpSrcP,etpDstP,etpProtocol,totalPacket,bandwidth,label
2.5196209817641355,9.451211111832375,9.451211111832375,-0.0,700.0,19600.0,0
2.5200305395087,9.381542951184596,9.381542951184596,-0.0,667.0,18676.0,0
2.5422788343089207,9.469641817239545,9.415969394383396,0.1154558656184335,709.0,20072.0,0
2.5349886296508486,9.509775004326915,9.509775004326915,0.01502260643304,729.0,20432.0,0
2.447195546442674,9.636624620543715,9.172855561191993,0.3946985139721608,796.0,23528.0,0
2.5107455311301154,9.509775004326915,9.509775004326915,-0.0,729.0,20412.0,0
2.532777726103903,9.3037807481771,9.3037807481771,-0.0,632.0,17696.0,0
2.418095810486481,9.047123912114047,8.984327539809936,0.1352394717234514,529.0,15012.0,0
2.3511659681165025,9.238404739325029,9.238404739325029,0.0176819616499941,604.0,16932.0,0
2.343014001833198,9.457380879072552,8.942764979227146,0.4255989326659141,703.0,20904.0,0
2.4276086904281198,9.317412613764866,9.317412613764866,-0.0,638.0,17864.0,0
2.360501764622076,9.226412192788937,9.226412192788937,-0.0,599.0,16772.0,0
2.5319141708188084,9.491853096329772,9.432103721317754,0.1222915970693747,720.0,20400.0,0
2.5156353366946376,9.497851836951083,9.49508558522218,0.0274925300318466,723.0,20284.0,0
2.453774030339779,9.417852514885912,8.888941728933666,0.4337311383869369,684.0,20372.0,0
2.6498969326921973,9.289356767289176,9.289356767289176,0.0436464363196985,629.0,17612.0,0
2.323827144206245,9.044394119358358,9.044394119358358,-0.0,528.0,14784.0,0
2.275391132565185,9.306061689428368,9.245945184207184,0.126451631251019,633.0,17944.0,0
2.4351418546521986,9.348728154230937,9.341435381988353,0.0423457201304573,652.0,18316.0,0
2.2514362132589696,9.388017285345176,8.848054632223748,0.4399475628133549,670.0,19980.0,0
2.301092268695107,9.255028569818808,9.255028569818808,-0.0,611.0,17108.0,0
2.483559049405926,8.957102041562313,8.957102041562313,-0.0,497.0,13916.0,0
2.298243464935398,9.285402218862185,9.224418648661844,0.1279080386579866,624.0,17692.0,0
2.4574712267722405,9.324180546618807,9.316762625398589,0.0429572469554803,641.0,18008.0,0
2.4460457295732576,9.493855449240696,9.002297285944575,0.4134168822601077,721.0,21388.0,0
2.6155295692317986,9.35535109642484,9.35535109642484,-0.0,655.0,18340.0,0
2.592675869223413,9.13185696060885,9.13185696060885,-0.0,561.0,15708.0,0
2.2824618464567528,8.800899899920351,8.704443509766417,0.1786290817822825,446.0,12728.0,0
2.597536419086897,9.613472258226595,9.638265656945846,0.1392329990550988,816.0,23256.0,0
3.011897438951712,8.714146495255182,8.798053237570514,0.7642045065086203,810.0,26968.0,0
3.70585575620221,6.960241149975047,8.379927229321584,0.9512559234116612,944.0,34624.0,0
4.505682771382928,5.284940839391533,8.115626978443824,0.9904228413270024,1338.0,54068.0,0
4.149072355094677,5.78479988281008,8.020385066701708,0.999102231950999,1219.0,48344.0,0
3.95565768268982,5.9377412938049785,8.184843365817482,0.9964643675135644,1086.0,42368.0,0
3.9693634981730943,6.116155331383059,8.000508404603707,0.999994960402691,1135.0,44932.0,0
4.160117312400718,4.869922094682061,8.282848553423007,0.970561883632891,1510.0,62788.0,0
3.851414786623446,4.151497914858576,7.214732516991175,0.8963487375664239,2059.0,83384.0,0
4.051646631249964,5.121750145498385,8.110905596355984,0.974957664215552,1491.0,62660.0,0
4.051290667802217,4.890386736843928,8.103236903385236,0.9786961448300948,1400.0,59060.0,0
3.905281626133405,4.124506057032137,7.648840629337524,0.875277134319415,1772.0,76332.0,0
3.8645326824991018,4.076499476480092,7.970393520672991,0.920811212051228,1840.0,77836.0,0
3.840947881093671,4.723342794098305,8.299644204315268,0.9714480649147126,1639.0,67896.0,0
3.4188049571232657,5.144989987359713,8.476344765113812,0.990492474848155,1308.0,54164.0,0
3.354649443602123,4.848224907317154,8.40340231174369,0.9849802536043116,1201.0,50812.0,0
3.4797796014891498,5.217198107283646,8.327266014743257,0.97668380911959,1372.0,58120.0,0
3.111028566078101,5.897952242315757,8.798361847586456,0.9981423153660448,1222.0,48740.0,0
3.005727473531175,6.290082858357482,9.087012693810824,0.9848405939462757,1078.0,42012.0,0
2.988093848206021,6.3709656242062565,9.093314406526703,0.9851153055484922,1053.0,41176.0,0
3.009197706565639,5.919356524367099,8.711335411268722,0.9972534573444872,1151.0,46000.0,0
2.788673217588943,5.27837834420342,8.49550381901332,0.9995319721648676,903.0,37124.0,0
2.8700660959101785,6.198460736585558,8.542492455400016,0.9999544829287736,1133.0,44900.0,0
2.9467905727414383,5.702121145986492,8.614783013627795,0.9999724286055688,1294.0,50200.0,0
3.0305288381316875,6.757103994799463,9.112349239130465,0.9656880128157468,1068.0,40376.0,0
2.9116228907695167,7.044199787156542,8.99160504630557,0.9212564026096516,892.0,32684.0,0
2.99694734317713,6.244212582932794,8.333032566082954,0.9950654840337269,992.0,37100.0,0
3.189999488431449,6.971345236426667,8.751983661543592,0.9617846982853052,1043.0,38060.0,0
3.018126366066211,7.330947789545181,8.889633065914822,0.8882698665303507,896.0,31988.0,0
2.7218874693783213,8.276452197936516,9.03624791449314,0.7046371915786795,731.0,23936.0,0
2.814709778125973,8.372746230567495,8.9692826040702,0.6424001687841714,716.0,22216.0,0
2.9248670601187685,7.611720560819386,8.41996979420904,0.7866529670006221,634.0,20308.0,0
2.844057854205898,8.631155765424198,8.430894409910156,0.7490101649485307,687.0,22612.0,0
2.8763117038558037,8.268275810942997,8.903638135444039,0.685079673672631,757.0,24660.0,0
3.2656800305944835,6.916058691050683,8.50833573736479,0.9505562696060272,995.0,35744.0,0
3.5595105407271244,6.533786580581247,8.087995943707089,0.98550109193966,1081.0,40956.0,0
3.445297248181902,6.686374988899287,8.480175530054499,0.9829539894474776,1082.0,41160.0,0
3.502513591544004,6.019789738230756,8.282442986200213,0.9961938414684612,1212.0,49492.0,0
3.4167251485115084,4.700753690890503,8.160015406834523,0.930922710715312,1466.0,64032.0,0
3.574746407963124,4.61221221663692,8.205860332791413,0.943918537494764,1657.0,70572.0,0
3.550129116554765,5.032120615760044,8.519724329344116,0.97102666100163,1537.0,65532.0,0
3.2333133757717323,4.856310973289268,8.35469784877065,0.982375434447864,1327.0,56344.0,0
3.224382653094412,4.631174086861605,8.305487922163342,0.9699225334441632,1263.0,52424.0,0
3.0540500045680843,4.982012684676489,8.323420185203219,0.966177351388351,1377.0,57864.0,0
3.188421293093863,5.50421728903992,9.04796534284197,0.996660207205635,1382.0,56944.0,0
2.711647224164962,5.687121251106094,9.171790766151451,0.9999420242192784,1227.0,49604.0,0
2.7644204194402726,5.4645270147769205,9.00966707467196,0.9993375041688848,1221.0,50088.0,0
2.778022048398548,5.296362140279549,8.891357938812735,0.9960551882457797,1177.0,48792.0,0
2.495999103359519,4.701121527787279,8.629928135098256,0.9856057373450678,936.0,39664.0,0
2.502931679309558,6.390208864701762,8.77074266586827,0.9980516068815524,1097.0,43700.0,0
2.55100067266928,6.734576354535316,9.128666058720237,0.9588135083639628,984.0,37300.0,0
2.783175138966869,6.900799848628752,9.02433994017107,0.9421763978327036,985.0,36712.0,0
