etpSrcIP,etpSrcP,etpDstP,etpProtocol,totalPacket,bandwidth,label
-0.0,-0.0,-0.0,-0.0,8.0,480.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
-0.0,-0.0,-0.0,-0.0,9.0,540.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.9849900098451574,4.193345644224973,4.172624586708754,0.86547738364093,250.0,63190.0,0
0.9218339291539106,1.8049355947431311,1.8049355947431311,0.7219280948873623,30.0,6299.0,0
0.08650421412134598,2.444287498124316,0.17283610095189628,0.08650421412134598,92.0,11196.0,0
1.0,1.0,1.0,1.0,2.0,162.0,0
1.2516291673878228,2.3921472236645345,2.3921472236645345,0.3095434291503252,18.0,2368.0,0
0.9988455359952018,1.8186885704510973,1.759627536341357,-0.0,50.0,12848.0,0
0.9182958340544896,0.9182958340544896,0.9182958340544896,-0.0,12.0,1248.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.5293608652873644,1.7397218324096135,1.5797218324096136,-0.0,50.0,8922.0,0
1.097915690174611,4.097083582594313,3.995830303881003,1.0251666118108385,213.0,47827.0,0
1.027114826002477,3.7302468949213674,3.770194668415344,0.712453444966878,256.0,82024.0,0
0.9928667494202581,2.272383375898068,2.272383375898068,0.5617526078313282,76.0,10202.0,0
0.5159469300074474,1.6143308351592656,1.6143308351592656,0.6193821946787638,52.0,7400.0,0
0.9465202215633437,3.8150001455312186,3.7846985632761108,0.9441382843812943,340.0,74950.0,0
0.30337483608641397,0.8779620013943912,0.8779620013943912,-0.0,37.0,3570.0,0
0.30337483608641397,-0.0,-0.0,-0.0,37.0,3416.0,0
-0.0,-0.0,-0.0,-0.0,22.0,2024.0,0
0.9494520153879484,2.6947814605842733,2.5423289894137597,-0.0,38.0,5514.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.9494520153879484,2.313459750171824,2.1029334343823507,-0.0,38.0,3616.0,0
0.6942435906153012,1.4867474170154464,1.4867474170154464,0.07701687574298335,106.0,12526.0,0
0.976414308115487,1.9213520662702714,1.5606963285653535,0.12068101401352381,122.0,15166.0,0
1.682079566032389,3.1428544370248646,2.731639483753837,0.9676709809777798,107.0,16495.0,0
1.017665821967273,4.588660070376936,4.628780201684645,0.8976844934141643,430.0,87582.0,0
1.0443021835595594,4.337651521738161,4.243623876442211,0.8682481799355004,328.0,60043.0,0
1.1114095816830862,2.0173063301590077,1.9467023986899472,-0.0,124.0,12164.0,0
1.0477143681943673,1.2594653443629158,1.3954863760864646,0.23519338181924143,156.0,16304.0,0
1.0805007825670276,2.1248188842527767,2.1248188842527767,-0.0,228.0,37062.0,0
1.3896783021840236,2.1167860098289726,2.0387718254318097,-0.0,282.0,36220.0,0
1.716286439665593,1.9745478723579322,1.9745478723579322,-0.0,136.0,18356.0,0
1.3577753009036264,4.864523601826112,4.788971166165108,0.9568542768237134,563.0,114577.0,0
2.494784832857222,0.9383153522334069,0.9383153522334069,-0.0,31.0,4374.0,0
1.7779311987686293,1.5686194590303466,1.5686194590303466,-0.0,37.0,5134.0,0
2.2036921832449257,0.9774178175281716,0.9774178175281716,0.19143325481419343,34.0,3430.0,0
1.336399613001102,1.088962227306961,1.088962227306961,0.06268265300135281,136.0,16137.0,0
1.2600214677131842,4.860804796277268,4.747862137524424,0.9249811408257982,628.0,118424.0,0
1.8774368277223525,2.6089524688615766,2.6089524688615766,0.595649145164151,118.0,21775.0,0
2.0553152210774783,2.48919535030967,2.4891953503096707,-0.0,41.0,4057.0,0
1.8312451269881074,1.7278537765685544,1.7278537765685544,-0.0,109.0,11356.0,0
1.996745802298149,3.565729135569641,3.3783880918259888,0.9982921192609957,185.0,32463.0,0
1.9577097354687132,2.56552822043192,2.5456945914722633,0.7678786265130153,272.0,49759.0,0
2.162719427638258,2.0240553784150452,2.0240553784150452,0.2778395739583094,125.0,15327.0,0
2.39633804271182,2.244861691306699,2.6274703869588727,0.4826282743485024,115.0,12677.0,0
2.818910713193924,1.4158704187942777,1.4158704187942777,-0.0,72.0,7822.0,0
2.361364167001549,1.8820219494073323,1.8820219494073323,-0.0,62.0,6846.0,0
2.896325745242643,2.27273610572597,2.27273610572597,0.7088356733321961,62.0,9300.0,0
2.346479035370612,1.7411558556380649,1.7411558556380649,-0.0,34.0,3429.0,0
2.8656040021098588,2.5819878127621783,2.5819878127621783,0.8554508105601306,50.0,15358.0,0
2.0,-0.0,-0.0,-0.0,8.0,720.0,0
1.5157895841746822,0.9182958340544896,0.9182958340544896,-0.0,18.0,1584.0,0
1.7924812503605778,-0.0,-0.0,-0.0,6.0,540.0,0
1.0,-0.0,-0.0,-0.0,2.0,180.0,0
-0.0,-0.0,-0.0,-0.0,12.0,1044.0,0
-0.0,-0.0,1.0,-0.0,48.0,2880.0,0
1.3690227854047867,4.6991386782064115,4.642628241768712,0.9816966914208567,497.0,120904.0,0
1.2348189062244856,1.8015385596203548,1.8015385596203548,-0.0,37.0,2873.0,0
1.875,2.25,2.25,0.8112781244591328,16.0,3540.0,0
1.6603110241914194,2.5005686142393526,2.5242965386955265,0.11190990870168403,134.0,13516.0,0
1.7943371486725854,1.0387296749834596,1.7551475854312208,0.8602858652332408,201.0,17022.0,0
2.1106438538605086,1.711351456377321,1.9716557872904046,0.8017832246365428,127.0,9870.0,0
1.2516291673878228,-0.0,-0.0,-0.0,6.0,540.0,0
1.8516472496024905,1.1674367232867007,1.799015670655122,0.9494520153879484,38.0,3792.0,0
2.6808518549795144,2.404793302461803,2.404793302461803,0.9494520153879484,19.0,2333.0,0
1.061278124459133,1.061278124459133,1.061278124459133,-0.0,16.0,1968.0,0
2.0183539202784266,2.470288676692593,2.470288676692593,0.9961344835095796,41.0,14062.0,0
1.0,1.0,1.0,1.0,24.0,2064.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
-0.0,-0.0,-0.0,-0.0,12.0,1020.0,0
1.0,-0.0,-0.0,-0.0,2.0,180.0,0
1.2174939521435744,2.1917104672205716,2.137011164980162,0.6751914401458716,45.0,8908.0,0
0.37123232664087563,0.5916727785823275,0.5916727785823275,-0.0,14.0,1224.0,0
1.311278124459133,0.8112781244591328,0.8112781244591328,-0.0,16.0,1932.0,0
1.1836530279541655,2.4976038056155923,2.4819885162260134,0.6586601077799622,622.0,318252.0,0
1.6909251840440378,2.9142975915835976,2.711729376055174,0.9587118829771318,126.0,15762.0,0
0.9133340882091592,0.5916727785823275,0.5916727785823275,-0.0,42.0,7896.0,0
1.186278124459133,0.8112781244591328,0.8112781244591328,-0.0,16.0,3108.0,0
0.6024498278633841,1.0957952550009336,1.823067982273661,-0.0,66.0,4368.0,0
1.3571665177633483,1.1403302427444932,1.1403302427444932,0.13923299905509887,51.0,5664.0,0
1.6975159116677563,3.924896428734537,3.861057040558726,0.9625057360840394,326.0,67061.0,0
0.13707445663647463,0.12068101401352381,0.12068101401352381,-0.0,122.0,13380.0,0
1.5651507330920276,1.781541550168621,1.781541550168621,0.9917033083725818,112.0,21192.0,0
-0.0,-0.0,-0.0,-0.0,12.0,2748.0,0
1.2389012566026305,1.2389012566026305,1.2389012566026305,-0.0,13.0,3192.0,0
1.8134064507884016,2.763254188951176,2.763254188951176,0.7871265862012691,85.0,38529.0,0
1.879318004695579,2.928053536332574,2.910989155920467,0.8202461547902713,305.0,229954.0,0
1.1482158158937619,1.371062586813032,1.2224905611089358,-0.0,94.0,109994.0,0
2.0,1.5,1.5,1.0,4.0,325.0,0
0.7345299214394703,0.7345299214394703,0.7345299214394703,0.5916727785823275,14.0,3348.0,0
1.5,-0.0,-0.0,-0.0,4.0,360.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,-0.0,-0.0,-0.0,2.0,180.0,0
1.2516291673878228,-0.0,-0.0,-0.0,6.0,540.0,0
2.321928094887362,-0.0,-0.0,-0.0,10.0,900.0,0
2.4193819456463714,1.224394445405986,1.224394445405986,0.9182958340544896,9.0,720.0,0
0.9142152988641309,3.261341880895343,3.0305726501261128,0.9957274520849255,104.0,25192.0,0
0.7345299214394703,0.5916727785823275,0.5916727785823275,-0.0,14.0,2100.0,0
1.0,-0.0,-0.0,-0.0,24.0,2964.0,0
0.9886994082884974,1.9772170014624826,1.9772170014624826,-0.0,32.0,6290.0,0
0.8112781244591328,1.061278124459133,1.061278124459133,0.8112781244591328,16.0,2160.0,0
0.9182958340544896,1.9182958340544893,1.9182958340544893,-0.0,12.0,3180.0,0
1.0,-0.0,-0.0,-0.0,2.0,180.0,0
1.061278124459133,1.061278124459133,1.061278124459133,0.8112781244591328,16.0,2316.0,0
1.8389205950315937,0.9055872616982603,0.9055872616982603,0.35335933502142136,30.0,5148.0,0
2.5,-0.0,-0.0,-0.0,8.0,720.0,0
1.2383763717345073,0.4689955935892812,0.4689955935892812,-0.0,40.0,10008.0,0
2.355388542207534,1.4591479170272448,1.4591479170272448,1.0,12.0,900.0,0
2.5566567074628237,-0.0,-0.0,-0.0,14.0,1260.0,0
2.355388542207534,1.4591479170272448,1.4591479170272448,1.0,12.0,900.0,0
2.2516291673878226,-0.0,-0.0,-0.0,6.0,540.0,0
2.4056390622295662,-0.0,-0.0,-0.0,8.0,720.0,0
1.1241854163060885,1.7295739585136223,1.7295739585136223,0.9798687566511528,24.0,5100.0,0
1.4201842544404033,1.9042865117037744,1.9042865117037744,0.631263018091612,63.0,34245.0,0
1.270103346800386,1.7089333408353236,1.7879767717787711,0.2270076724982903,1253.0,1486542.0,0
0.954434002924965,0.954434002924965,0.954434002924965,-0.0,16.0,4868.0,0
0.7345299214394703,0.7345299214394703,0.7345299214394703,0.5916727785823275,14.0,3241.0,0
1.0,1.0,1.0,-0.0,2.0,120.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
